#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2018 09 05 18 50 180  5.0  6.0   0.5    10   6.1  80 1023.8  23.8  24.7  22.2   MM -1.3    MM
2018 09 05 17 50 180  3.0  4.0   0.5     9   6.1 159 1024.5  23.5  24.6  21.8   MM -0.8    MM
2018 09 05 16 50 170  2.0  4.0   0.5    10   5.8 160 1024.7  23.6  24.6  21.8   MM -0.6    MM
2018 09 05 15 50 160  2.0  3.0   0.4    14   5.4 136 1025.1  23.6  24.4  21.9   MM +0.3    MM
2018 09 05 14 50 150  2.0  2.0   0.5    10   5.6 101 1025.3  23.6  24.1  22.0   MM +0.4    MM
2018 09 05 13 50 160  2.0  2.0   0.5     9   5.7  94 1025.3  23.6  23.8  22.1   MM +0.8    MM
2018 09 05 12 50 170  2.0  3.0   0.5    10   5.2  49 1024.8  23.5  23.6  22.1   MM +0.7    MM
2018 09 05 11 50 130  3.0  4.0   0.5    10   5.4 157 1024.9  23.4  23.6  22.3   MM +1.2    MM
2018 09 05 10 50 140  2.0  3.0   0.5    15   5.2 313 1024.5  23.3  23.6  22.4   MM +1.0    MM
2018 09 05 09 50 130  2.0  2.0   0.5     8   5.0 139 1024.1  23.3  23.5  22.6   MM +0.6    MM
2018 09 05 08 50 170  1.0  2.0   0.6    10   5.3 144 1023.7  23.3  23.6  22.4   MM +0.0    MM
2018 09 05 07 50 160  2.0  2.0   0.5    10   5.1 139 1023.5  23.4  23.7  22.4   MM +0.0    MM
2018 09 05 06 50 170  2.0  3.0   0.6    10   5.1  82 1023.5  23.5  23.8  22.1   MM +0.0    MM
2018 09 05 05 50 170  2.0  3.0   0.6    10   5.0 138 1023.5  23.6  23.7  22.0   MM +0.0    MM
2018 09 05 04 50 160  4.0  5.0   0.6     8   4.6 336 1023.5  23.6  23.8  21.8   MM +0.0    MM
2018 09 05 03 50 160  4.0  4.0   0.6     8   4.4 148 1023.7  23.8  23.7  21.7   MM +0.4    MM
2018 09 05 02 50 160  5.0  6.0   0.6    10   4.9 143 1023.7  24.0  23.8  21.7   MM +0.9    MM
2018 09 05 01 50 150  5.0  6.0   0.6     8   4.8 165 1023.6  24.0  23.8  21.9   MM +1.1    MM
2018 09 05 00 50 140  4.0  5.0   0.6     8   5.3 230 1023.3  24.2  24.0  22.3   MM +0.7    MM
2018 09 04 23 50 130  4.0  5.0   0.6     8   5.5 164 1022.8  24.5  24.2  22.3   MM -0.0    MM
2018 09 04 22 50 130  4.0  5.0   0.6     8   6.2 125 1022.5  24.8  24.6  22.4   MM +0.0    MM
2018 09 04 21 50 110  3.0  4.0   0.6    10   6.3 132 1022.6  25.3  25.2  23.3   MM -0.4    MM
2018 09 04 20 50 100  3.0  3.0   0.6     7   5.8 140 1022.6  25.5  25.1  23.4   MM -0.6    MM
2018 09 04 19 50  80  2.0  3.0   0.6     8   5.9 113 1022.7  25.7  24.9  23.3   MM -0.8    MM
2018 09 04 18 50  20  2.0  3.0   0.6    10   5.6  89 1023.0  26.1  25.1  23.2   MM -0.6    MM
2018 09 04 17 50 350  1.0  1.0   0.6     7   5.6  96 1023.2  25.5  25.0  23.7   MM -0.4    MM
2018 09 04 16 50 360  1.0  2.0   0.6     8   5.4 110 1023.5  24.9  24.7  23.2   MM +0.0    MM
2018 09 04 15 50 340  2.0  3.0   0.6    10   5.5 149 1023.6  24.5  24.4  23.1   MM +0.5    MM
2018 09 04 14 50 310  2.0  3.0   0.7     9   5.3 109 1023.6  24.0  23.9  23.4   MM +0.6    MM
2018 09 04 13 50 290  2.0  3.0   0.7     8   5.0 106 1023.5  23.7  23.6  23.3   MM +0.8    MM
2018 09 04 12 50 270  3.0  3.0   0.7     8   5.0 123 1023.1  23.6  23.4  23.2   MM +0.8    MM
2018 09 04 11 50 270  4.0  5.0   0.7     8   4.7 114 1023.0  23.5  23.3  23.2   MM +0.8    MM
2018 09 04 10 50 260  3.0  4.0   0.7    10   4.8  90 1022.7  23.6  23.3  23.4   MM +0.5    MM
2018 09 04 09 50 240  5.0  5.0   0.7     9   4.7  92 1022.3  23.6  23.3  23.4   MM +0.0    MM
2018 09 04 08 50 240  5.0  6.0   0.8     8   4.8  96 1022.2  23.8  23.4  23.4   MM -0.3    MM
2018 09 04 07 50 230  5.0  6.0   0.8     8   4.4 100 1022.2  24.0  23.4  23.5   MM -0.7    MM
2018 09 04 06 50 230  6.0  7.0   0.7     8   4.3  87 1022.1  24.0  23.4  23.6   MM -1.4    MM
2018 09 04 05 50 220  6.0  7.0   0.7     8   4.4  95 1022.5  24.0  23.4  23.7   MM -0.9    MM
2018 09 04 04 50 220  6.0  7.0   0.7     8   4.5  83 1022.9  23.9  23.4  23.7   MM -0.6    MM
2018 09 04 03 50 220  5.0  6.0   0.7     8   4.7 109 1023.5  23.9  23.3  23.8   MM +0.0    MM
2018 09 04 02 50 220  5.0  6.0   0.7     8   4.7 135 1023.4  23.9  23.4  23.7   MM +0.8    MM
2018 09 04 01 50 230  5.0  6.0   0.6     7   4.5  94 1023.5  23.9  23.4  23.7   MM +1.1    MM
2018 09 04 00 50 230  6.0  7.0   0.7     9   4.3 101 1023.5  24.0  23.4  23.7   MM +0.8    MM
2018 09 03 23 50 220  6.0  8.0   0.7     8   4.8  90 1022.6  24.1  23.4  23.8   MM -0.4    MM
2018 09 03 22 50 220  6.0  7.0   0.7     8   5.0 114 1022.4  24.3  23.6  23.7   MM -0.9    MM
2018 09 03 21 50 230  5.0  6.0   0.6     8   4.5 117 1022.7  24.4  23.6  23.4   MM -0.9    MM
2018 09 03 20 50 220  6.0  7.0   0.6     8   4.9 109 1023.0  24.4  23.7  23.4   MM -1.1    MM
2018 09 03 19 50 230  6.0  7.0   0.6     8   5.0 124 1023.3  24.3  23.7  23.3   MM -1.3    MM
2018 09 03 18 50 230  6.0  7.0   0.6    10   5.6  90 1023.6  24.3  23.7  23.3   MM -1.5    MM
2018 09 03 17 50 230  5.0  6.0   0.6     8   6.0  86 1024.1  24.0  23.6  23.1   MM -1.5    MM
2018 09 03 16 50 230  4.0  5.0   0.7     8   6.3 119 1024.6  23.6  23.6  23.1   MM -1.1    MM
2018 09 03 15 50 240  4.0  4.0   0.6     8   5.8 102 1025.1  23.3  23.5  22.9   MM -0.5    MM
2018 09 03 14 50 250  4.0  4.0   0.6     8   5.9 171 1025.6  23.2  23.3  22.8   MM +0.0    MM
2018 09 03 13 50 240  3.0  3.0   0.6     8   6.0 160 1025.7  23.4  23.2  22.9   MM +0.3    MM
2018 09 03 12 50 230  4.0  5.0   0.6     8   5.8 130 1025.6  23.6  23.2  23.1   MM +0.6    MM
2018 09 03 11 50 220  4.0  5.0   0.7     8   6.2 155 1025.5  23.5  23.1  23.2   MM +0.9    MM
2018 09 03 10 50 210  3.0  4.0   0.8     8   6.0 152 1025.4  23.4  23.1  23.1   MM +0.8    MM
2018 09 03 09 50 220  3.0  4.0   0.8     8   6.1 105 1025.0  23.3  23.1  23.0   MM -0.0    MM
2018 09 03 08 50 210  3.0  4.0   0.7     8   6.1 111 1024.6  23.4  23.1  23.0   MM +0.0    MM
2018 09 03 07 50 210  4.0  4.0   0.7     8   6.0 101 1024.6  23.4  23.1  22.8   MM -0.3    MM
2018 09 03 06 50 220  3.0  4.0   0.7     8   5.8 114 1024.8  23.4  23.1  22.6   MM +0.0    MM
2018 09 03 05 50 210  4.0  5.0   0.7     8   5.8 121 1024.7  23.3  23.1  22.3   MM +0.0    MM
2018 09 03 04 50 210  4.0  5.0   0.7     8   5.6  89 1024.9  23.3  23.2  22.2   MM   MM    MM
2018 09 03 03 50 210  4.0  5.0   0.7     8   5.3 167 1024.8  23.2  23.2  22.0   MM   MM    MM
2018 09 03 02 50 220  5.0  6.0   0.7     8   5.1 142 1024.8  23.1  23.2  21.7   MM +1.3    MM
2018 09 03 01 50 210  5.0  6.0   0.7     8   5.5 124 1024.3  22.9  23.3  21.5   MM +0.6    MM
2018 09 03 00 50 200  5.0  6.0   0.7     9   5.5 155 1023.9  22.8  23.4  21.1   MM -0.0    MM
2018 09 02 23 50 200  5.0  6.0   0.7     9   6.0 137 1023.5  22.7  23.5  20.7   MM   MM    MM
2018 09 02 22 50 200  4.0  6.0   0.7     9   6.1 123 1023.7  22.8  23.7  20.4   MM -0.9    MM
2018 09 02 21 50 210  4.0  5.0   0.7     9   6.2 126 1023.9  22.9  23.8  20.3   MM -0.7    MM
2018 09 02 20 50 200  4.0  5.0   0.7     9   6.0 105 1024.4  22.8  23.9  20.1   MM -0.5    MM
2018 09 02 19 50 210  4.0  5.0   0.7     9   6.0  90 1024.6  22.6  24.0  20.1   MM -0.9    MM
2018 09 02 18 50 180  4.0  5.0   0.7     9   5.9 137 1024.6  22.1  23.9  19.9   MM -1.4    MM
2018 09 02 17 50 160  4.0  5.0   0.6     9   5.7 154 1024.9  21.9  23.9  19.8   MM   MM    MM
2018 09 02 16 50 150  3.0  4.0   0.7     8   5.6 153 1025.5  21.9  23.9  19.4   MM   MM    MM
2018 09 02 15 50 110  2.0  3.0   0.7     8   5.3 143 1026.0  22.1  23.6  18.9   MM +0.0    MM
2018 09 02 14 50  80  3.0  3.0   0.7     7   5.2 108 1026.2  21.9  23.4  18.8   MM +0.4    MM
2018 09 02 13 50  60  2.0  2.0   0.7     8   5.0 133 1026.4  22.1  23.0  19.1   MM +0.8    MM
2018 09 02 12 50 110  1.0  2.0   0.6    10   5.0 159 1026.0  22.0  22.9  18.9   MM +0.9    MM
2018 09 02 11 50 100  2.0  2.0   0.7     9   4.8 162 1025.8  21.9  22.9  18.9   MM +1.0    MM
2018 09 02 10 50  90  1.0  2.0   0.7    10   4.8 156 1025.6  21.7  22.9  18.7   MM +0.6    MM
2018 09 02 09 50 100  2.0  3.0   0.7     6   4.7 103 1025.1  21.7  22.9  18.7   MM -0.0    MM
2018 09 02 08 50 100  1.0  1.0   0.8     6   4.9  88 1024.8  21.6  22.9  18.4   MM +0.0    MM
2018 09 02 07 50  MM  0.0  1.0   0.7     9   4.9 119 1025.0  21.5  22.8  18.3   MM -0.3    MM
2018 09 02 06 50 150  3.0  3.0   0.7     6   4.9 105 1024.9  21.5  23.0  18.2   MM -0.6    MM
2018 09 02 05 50 150  2.0  3.0   0.7     7   4.7 115 1025.0  21.3  23.0  17.8   MM -0.9    MM
2018 09 02 04 50 150  2.0  3.0   0.7     7   4.6 116 1025.3  21.4  23.1  17.6   MM -0.3    MM
2018 09 02 03 50 130  4.0  4.0   0.8     7   4.6 103 1025.5  21.4  23.1  17.5   MM -0.3    MM
2018 09 02 02 50 140  3.0  4.0   0.8     6   4.6 115 1025.9  21.4  23.1  17.2   MM +0.5    MM
2018 09 02 01 50 140  5.0  6.0   0.8     6   4.5 110 1025.6  21.3  23.1  17.5   MM +0.0    MM
2018 09 02 00 50 110  5.0  6.0   0.8     5   4.3 106 1025.8  21.2  23.1  17.8   MM -0.0    MM
2018 09 01 23 50 120  5.0  6.0   0.9     6   4.3 109 1025.4  21.0  23.1  18.1   MM -0.7    MM
2018 09 01 22 50 110  6.0  7.0   0.8     5   4.2 109 1025.4  20.9  23.1  18.0   MM -0.6    MM
2018 09 01 21 50  80  6.0  7.0   0.9     5   4.3 101 1025.8  20.9  23.2  18.0   MM -1.3    MM
2018 09 01 20 50  90  6.0  7.0   1.0     6   4.4 107 1026.1  20.8  23.1  17.7   MM -0.8    MM
2018 09 01 19 50  90  6.0  8.0   1.0     6   4.3 104 1026.0  20.8  23.1  17.8   MM -0.7    MM
2018 09 01 18 50  80  5.0  7.0   0.9     6   4.4 103 1027.1  20.8  23.0  17.7   MM +0.0    MM
2018 09 01 17 50  90  5.0  6.0   1.0     6   4.3 103 1026.9  20.8  22.9  17.5   MM -0.3    MM
2018 09 01 16 50  90  6.0  7.0   0.9     5   4.1 112 1026.7  20.7  22.8  17.0   MM -0.5    MM
2018 09 01 15 50  90  7.0  8.0   0.9     5   4.2  96 1026.9  20.7  22.8  16.7   MM +0.0    MM
2018 09 01 14 50  80  7.0  8.0   1.0     5   4.3 103 1027.2  20.7  22.8  16.2   MM +0.0    MM
2018 09 01 13 50  80  7.0  8.0   1.0     5   4.3 108 1027.2  20.5  22.8  15.9   MM +0.3    MM
2018 09 01 12 50  80  7.0  8.0   1.0     5   4.3 102 1027.1  20.6  22.8  15.7   MM +0.7    MM
2018 09 01 11 50  70  7.0  9.0   1.0     6   4.4 108 1027.0  20.6  22.8  15.9   MM +0.9    MM
2018 09 01 10 50  80  6.0  7.0   1.1     5   4.3 102 1026.9  20.6  22.8  15.7   MM +1.0    MM
2018 09 01 09 50  70  6.0  8.0   1.2     6   4.5 108 1026.4  20.7  22.9  15.2   MM +0.4    MM
2018 09 01 08 50  60  7.0  8.0   1.2     6   4.6 110 1026.1  20.8  22.9  15.4   MM +0.0    MM
2018 09 01 07 50  80  7.0  8.0   1.3     6   4.7 104 1025.9  20.7  23.0  15.1   MM +0.0    MM
2018 09 01 06 50 100  7.0  8.0   1.5     6   4.8 101 1026.0  20.6  23.0  15.3   MM -0.3    MM
2018 09 01 05 50 100  8.0 10.0   1.5     6   4.7 103 1026.0  20.6  23.0  16.0   MM +0.0    MM
2018 09 01 04 50 100  9.0 10.0   1.5     6   4.6  87 1026.1  20.7  23.0  16.2   MM +0.0    MM
2018 09 01 03 50  90  9.0 11.0   1.5     6   4.6  96 1026.3  20.9  23.0  16.8   MM +0.6    MM
2018 09 01 02 50  90 10.0 11.0   1.5     5   4.5  93 1025.8  21.1  23.0  17.1   MM +0.6    MM
2018 09 01 01 50  90 10.0 11.0   1.4     6   4.4  99 1025.9  21.2  22.9  17.5   MM +0.8    MM
2018 09 01 00 50  90 10.0 11.0   1.3     6   4.2  99 1025.7  21.3  22.7  17.8   MM -0.0    MM
2018 08 31 23 50  90 10.0 11.0   1.3     5   4.2  91 1025.2  21.2  22.6  17.6   MM +0.0    MM
2018 08 31 22 50  80  9.0 10.0   1.3     6   4.4  95 1025.1  21.4  22.5  17.9   MM +0.0    MM
2018 08 31 21 50  70  9.0 10.0   1.4     5   4.5  83 1025.6  21.5  22.4  17.6   MM +0.3    MM
2018 08 31 20 50  80  9.0 11.0   1.6     6   4.8  93 1025.4  21.5  22.5  17.5   MM +0.0    MM
2018 08 31 19 50  70  9.0 11.0   1.5     6   4.8  96 1025.3  21.4  22.7  18.0   MM +0.0    MM
2018 08 31 18 50  70  8.0  9.0   1.6     6   5.0  84 1025.3  21.5  22.8  17.9   MM +0.0    MM
2018 08 31 17 50  70  8.0  9.0   1.6     6   5.0  95 1025.4  21.6  22.9  17.8   MM +0.0    MM
2018 08 31 16 50  80  8.0 10.0   1.5     6   4.9  90 1025.4  21.5  22.8  17.7   MM +0.7    MM
2018 08 31 15 50  70  8.0 10.0   1.5     6   4.7  87 1025.3  21.4  22.6  18.0   MM +0.8    MM
2018 08 31 14 50  70 10.0 11.0   1.5     6   4.6  83 1025.3  21.3  22.5  17.7   MM +1.3    MM
2018 08 31 13 50  70  9.0 11.0   1.5     6   4.5  91 1024.7  21.4  22.4  17.9   MM +0.9    MM
2018 08 31 12 50  70  9.0 11.0   1.4     5   4.4  90 1024.5  21.5  22.2  18.0   MM +1.4    MM
2018 08 31 11 50  70 10.0 11.0   1.4     5   4.4  91 1024.0  21.6  22.1  18.3   MM +1.3    MM
2018 08 31 10 50  70  9.0 11.0   1.6     5   4.5  90 1023.8  21.8  22.3  18.7   MM +1.8    MM
2018 08 31 09 50  80 10.0 12.0   1.5     5   4.4  84 1023.1  22.0  22.4  18.9   MM   MM    MM
2018 08 31 08 50  80  9.0 10.0   1.4     6   4.4  94 1022.7  22.2  22.5  19.5   MM +1.4    MM
2018 08 31 07 50  90  9.0 11.0   1.3     5   4.1  92 1022.0  22.4  22.7  20.0   MM +1.0    MM
2018 08 31 06 50  80  9.0 11.0   1.2     4   4.1  86 1021.8  22.6  22.8  20.6   MM +1.5    MM
2018 08 31 05 50  80  9.0 11.0   1.0     4   3.8  87 1021.3  22.7  22.9  21.0   MM +1.7    MM
2018 08 31 04 50  70  9.0 11.0   0.7     4   3.6  77 1021.0  22.9  23.1  21.7   MM +1.9    MM
2018 08 31 03 50  70  7.0  8.0   0.6     6   3.7 191 1020.3  23.6  23.3  22.3   MM +2.1    MM
2018 08 31 02 50  70  7.0  8.0   0.7     6   3.7 206 1019.6  23.9  23.2  22.2   MM +2.2    MM
2018 08 31 01 50  60  7.0  8.0   0.7     6   3.6 189 1019.1  24.2  23.3  22.1   MM +2.4    MM
2018 08 31 00 50  50  9.0 11.0   0.7     5   4.9 192 1018.2  24.9  23.8  22.2   MM +1.6    MM
2018 08 30 23 50 330  3.0  4.0   0.7     6   4.9 179 1017.4  25.6  24.6  22.7   MM +0.8    MM
2018 08 30 22 50 290  2.0  3.0   0.6     6   4.8 188 1016.7  26.4  24.7  23.3   MM +0.3    MM
2018 08 30 21 50 270  2.0  3.0   0.7     6   4.9 190 1016.6  27.1  24.7  22.5   MM +0.0    MM
2018 08 30 20 50 270  3.0  3.0   0.7     6   4.9 189 1016.6  26.2  24.6  23.5   MM +0.0    MM
2018 08 30 19 50 250  2.0  2.0   0.7     6   4.8 197 1016.4  26.3  24.4  23.4   MM +0.0    MM
2018 08 30 18 50 270  1.0  2.0   0.7     6   4.8 202 1016.5  25.9  24.5  23.2   MM +0.0    MM
2018 08 30 17 50 280  2.0  3.0   0.8     6   4.7 189 1016.6  25.3  24.0  23.0   MM +0.6    MM
2018 08 30 16 50 300  2.0  3.0   0.9     6   4.7 184 1016.4  24.6  23.5  23.0   MM +0.6    MM
2018 08 30 15 50 290  3.0  4.0   1.0     6   4.7 183 1016.3  23.8  22.9  23.2   MM +1.3    MM
2018 08 30 14 50 260  4.0  4.0   1.0     6   4.6 179 1016.0  23.5  22.6  23.1   MM +0.9    MM
2018 08 30 13 50 250  4.0  5.0   0.9     5   4.5 185 1015.8  23.7  22.4  23.2   MM +0.9    MM
2018 08 30 12 50 230  5.0  6.0   1.0     6   4.5 193 1015.0  23.9  22.3  23.3   MM +0.9    MM
2018 08 30 11 50 230  5.0  5.0   1.0     6   4.7 200 1015.1  24.0  22.4  23.4   MM +0.8    MM
2018 08 30 10 50 230  5.0  6.0   1.0     6   4.7 203 1014.9  24.0  22.3  23.3   MM +0.7    MM
2018 08 30 09 50 220  7.0  7.0   1.0     6   4.6 202 1014.1  24.2  22.4  23.5   MM -0.3    MM
2018 08 30 08 50 220  6.0  7.0   1.0     6   4.4 195 1014.3  24.3  22.5  23.5   MM -0.6    MM
2018 08 30 07 50 220  7.0  8.0   1.0     5   4.5 195 1014.2  24.6  22.5  23.6   MM -0.8    MM
2018 08 30 06 50 230  7.0  8.0   1.0     5   4.4 202 1014.4  24.6  22.8  23.7   MM -0.5    MM
2018 08 30 05 50 230  6.0  7.0   1.0     5   4.3 201 1014.9  24.5  23.0  23.8   MM +0.0    MM
2018 08 30 04 50 220  7.0  7.0   0.9     5   3.9 200 1015.0  24.5  23.2  23.7   MM +0.6    MM
2018 08 30 03 50 230  8.0  9.0   0.8     5   3.8 200 1014.9  24.8  23.1  23.8   MM +0.8    MM
2018 08 30 02 50 220  8.0  9.0   0.8     4   3.8 206 1014.7  24.9  22.9  23.9   MM +0.6    MM
2018 08 30 01 50 210  8.0  8.0   0.9     4   3.8 202 1014.4  24.8  22.7  23.9   MM +0.3    MM
2018 08 30 00 50 210  8.0  9.0   0.8     4   3.8 201 1014.1  24.7  22.7  23.9   MM +0.0    MM
2018 08 29 23 50 210  6.0  7.0   0.8     4   4.0 203 1014.1  24.7  22.8  23.9   MM -0.3    MM
2018 08 29 22 50 210  7.0  8.0   0.8     4   3.9 207 1014.1  24.8  22.9  24.1   MM -0.9    MM
2018 08 29 21 50 200  7.0  8.0   0.7     5   4.0 205 1014.0  24.9  23.0  24.1   MM -1.6    MM
2018 08 29 20 50 210  6.0  8.0   0.7     5   4.1 207 1014.4  25.1  23.1  23.9   MM -1.6    MM
2018 08 29 19 50 210  5.0  6.0   0.6     5   4.1 200 1015.0  24.6  23.2  24.0   MM -1.4    MM
2018 08 29 18 50 220  5.0  5.0   0.6     5   4.0 204 1015.6  24.4  23.1  23.9   MM -0.9    MM
2018 08 29 17 50 220  6.0  7.0   0.7     5   4.1 198 1016.0  24.3  22.9  23.8   MM -0.7    MM
2018 08 29 16 50 230  6.0  7.0   0.7     5   4.0 199 1016.4  24.2  22.9  23.7   MM +0.0    MM
2018 08 29 15 50 230  6.0  7.0   0.7     5   4.0 191 1016.5  24.0  22.8  23.5   MM +0.0    MM
2018 08 29 14 50 230  6.0  7.0   0.7     5   4.1 196 1016.7  24.1  22.6  23.6   MM +0.0    MM
2018 08 29 13 50 230  6.0  7.0   0.7     5   4.1 194 1016.6  24.0  22.5  23.4   MM +0.0    MM
2018 08 29 12 50 230  5.0  6.0   0.7     5   4.1 195 1016.4  24.0  22.4  23.4   MM +0.0    MM
2018 08 29 11 50 230  6.0  6.0   0.8     5   4.1 195 1016.5  23.9  22.3  23.2   MM +0.5    MM
2018 08 29 10 50 230  5.0  6.0   0.8     5   4.1 200 1016.6  24.0  22.3  23.1   MM +0.6    MM
2018 08 29 09 50 230  6.0  7.0   0.8     5   4.3 206 1016.2  24.1  22.3  23.1   MM +0.3    MM
2018 08 29 08 50 230  6.0  7.0   0.8     5   4.4 210 1016.0  24.3  22.5  23.0   MM +0.0    MM
2018 08 29 07 50 230  6.0  6.0   0.9     5   4.3 201 1016.0  24.3  22.7  23.0   MM -0.4    MM
2018 08 29 06 50 240  5.0  6.0   0.8     5   4.3 200 1015.9  24.5  22.8  23.0   MM -0.6    MM
2018 08 29 05 50 240  6.0  7.0   0.8     5   4.3 199 1016.0  24.6  23.1  23.1   MM +0.0    MM
2018 08 29 04 50 240  5.0  5.0   0.8     4   4.1 216 1016.4  24.0  23.2  23.2   MM +0.6    MM
2018 08 29 03 50 240  6.0  7.0   0.8     4   3.9 220 1016.5  24.3  23.2  23.2   MM +0.6    MM
2018 08 29 02 50 240  8.0  9.0   0.8     4   3.8 210 1016.2  24.8  23.2  23.3   MM -0.0    MM
2018 08 29 01 50 230  7.0  9.0   0.8     4   3.7 219 1015.8  25.1  23.0  23.2   MM +0.0    MM
2018 08 29 00 50 230  8.0  9.0   0.8     4   3.9 216 1015.9  25.2  22.9  23.4   MM -0.3    MM
2018 08 28 23 50 230  7.0  8.0   0.7     4   3.7 214 1016.0  25.1  22.9  23.4   MM -0.5    MM
2018 08 28 22 50 230  7.0  8.0   0.7     4   3.8 210 1015.9  25.1  23.2  23.6   MM -0.8    MM
2018 08 28 21 50 220  7.0  8.0   0.7     4   3.8 205 1016.2  24.9  23.3  23.7   MM -0.6    MM
2018 08 28 20 50 230  6.0  7.0   0.6     4   3.9 195 1016.5  25.0  23.7  23.6   MM -0.9    MM
2018 08 28 19 50 220  7.0  8.0   0.7     4   3.8 201 1016.7  24.6  23.8  23.7   MM -1.1    MM
2018 08 28 18 50 220  6.0  7.0   0.6     3   3.8 211 1016.8  24.4  23.8  23.7   MM -1.1    MM
2018 08 28 17 50 220  6.0  7.0   0.6     4   3.8 218 1017.4  24.4  23.7  23.8   MM -0.7    MM
2018 08 28 16 50 230  6.0  7.0   0.5     4   3.9 201 1017.8  24.2  23.6  23.6   MM +0.0    MM
2018 08 28 15 50 230  6.0  7.0   0.5     4   3.8 202 1017.9  24.2  23.6  23.5   MM +0.0    MM
2018 08 28 14 50 220  6.0  7.0   0.5     5   4.2 183 1018.1  24.2  23.7  23.4   MM +0.0    MM
2018 08 28 13 50 220  6.0  6.0   0.5     8   4.0  86 1018.0  24.1  23.7  23.2   MM +0.0    MM
2018 08 28 12 50 220  5.0  5.0   0.5     5   4.1 187 1018.0  24.1  23.6  23.1   MM +0.4    MM
2018 08 28 11 50 230  5.0  6.0   0.5     8   4.0 155 1017.9  23.9  23.1  23.0   MM +0.8    MM
2018 08 28 10 50 240  5.0  6.0   0.6     4   3.9 211 1018.0  23.9  23.1  23.0   MM +0.7    MM
2018 08 28 09 50 240  5.0  6.0   0.6     4   4.0 205 1017.6  23.9  23.4  23.0   MM -0.0    MM
2018 08 28 08 50 240  5.0  6.0   0.5     5   4.3 204 1017.1  23.7  23.5  23.1   MM -0.5    MM
2018 08 28 07 50 230  4.0  5.0   0.5     5   4.4 176 1017.3  23.5  23.5  23.1   MM -0.3    MM
2018 08 28 06 50 230  4.0  4.0   0.5     5   4.4 195 1017.5  23.6  23.5  23.1   MM +0.0    MM
2018 08 28 05 50 230  3.0  4.0   0.5     5   4.5 207 1017.6  23.6  23.5  23.2   MM +0.0    MM
2018 08 28 04 50 230  4.0  5.0   0.5     5   4.5 198 1017.6  23.7  23.5  23.3   MM -0.6    MM
2018 08 28 03 50 230  4.0  5.0   0.5     5   4.5 189 1017.7  23.7  23.6  23.3   MM -0.6    MM
2018 08 28 02 50 220  4.0  5.0   0.6     5   4.5 193 1017.8  23.7  23.6  23.2   MM   MM    MM
2018 08 28 01 50 230  4.0  4.0   0.6     5   4.3 209 1018.2  23.7  23.7  22.9   MM +0.5    MM
2018 08 28 00 50 240  3.0  4.0   0.6     5   4.3 204 1018.3  23.8  23.8  22.6   MM +0.0    MM
2018 08 27 22 50 230  5.0  6.0   0.7     5   4.3 202 1017.7  24.0  24.0  23.0   MM -0.6    MM
2018 08 27 21 50 240  3.0  4.0   0.6     5   4.6 202 1018.1  24.1  24.1  22.9   MM -0.5    MM
2018 08 27 20 50 230  3.0  4.0   0.7     5   4.7 196 1018.1  24.1  24.2  23.0   MM -0.9    MM
2018 08 27 19 50 220  4.0  4.0   0.7     6   4.8 193 1018.3  24.2  24.1  22.7   MM -0.9    MM
2018 08 27 18 50 230  4.0  5.0   0.8     6   4.7 189 1018.6  23.9  24.0  22.6   MM -0.8    MM
2018 08 27 17 50 230  5.0  6.0   0.8     5   4.7 200 1019.0  23.8  23.9  22.5   MM -0.3    MM
2018 08 27 16 50 230  4.0  5.0   0.7     6   4.7 170 1019.2  23.5  23.9  22.3   MM +0.0    MM
2018 08 27 15 50 230  3.0  4.0   0.7     5   4.6 206 1019.4  23.8  23.8  22.1   MM +0.7    MM
2018 08 27 14 50 240  3.0  4.0   0.7     5   4.5 204 1019.3  23.3  23.4  21.8   MM +0.9    MM
2018 08 27 13 50 260  4.0  4.0   0.8     5   4.5 206 1019.0  23.2  23.0  21.7   MM +1.0    MM
2018 08 27 12 50 270  4.0  5.0   0.8     5   4.5 200 1018.7  23.1  22.7  21.6   MM +1.1    MM
2018 08 27 11 50 260  3.0  3.0   0.9     5   4.5 201 1018.4  22.7  22.7  21.9   MM +1.4    MM
2018 08 27 10 50 250  4.0  5.0   1.0     6   4.8 213 1018.0  22.7  22.6  21.6   MM +1.0    MM
2018 08 27 09 50 250  3.0  4.0   1.0     6   4.7 209 1017.6  22.8  22.6  21.5   MM -0.0    MM
2018 08 27 08 50 240  5.0  6.0   1.0     6   4.7 218 1017.0  22.8  22.5  21.9   MM -0.9    MM
2018 08 27 07 50 230  5.0  6.0   1.1     6   4.8 219 1017.0  23.0  22.7  22.0   MM -1.1    MM
2018 08 27 06 50 240  7.0  8.0   1.1     6   4.6 212 1017.5  23.3  23.0  22.2   MM -0.8    MM
2018 08 27 05 50 240  7.0  8.0   1.1     6   4.4 212 1017.9  23.3  23.1  22.2   MM +0.0    MM
2018 08 27 04 50 240  8.0  9.0   1.1     5   4.3 221 1018.1  23.5  23.3  22.1   MM +0.0    MM
2018 08 27 03 50 230  8.0  9.0   1.1     5   4.2 229 1018.3  23.6  23.5  22.1   MM +0.0    MM
