#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2018 09 15 14 50  70  2.0  3.0   1.1     8   6.0 179 1023.5  19.8  20.6  17.6   MM +0.0    MM
2018 09 15 13 50  70  3.0  4.0   1.2     8   5.8 186 1023.4  19.9  20.5  17.8   MM +0.5    MM
2018 09 15 12 50  70  3.0  5.0   1.3     9   5.9 205 1023.2  20.0  20.5  17.9   MM +0.6    MM
2018 09 15 11 50  60  4.0  5.0   1.3     9   6.1 193 1023.3  19.9  20.5  18.0   MM +1.0    MM
2018 09 15 10 50  40  5.0  7.0   1.3     9   6.2 196 1022.9  19.7  20.5  17.9   MM +0.5    MM
2018 09 15 09 50  30  5.0  6.0   1.3    10   6.2 181 1022.6  19.6  20.4  17.7   MM -0.0    MM
2018 09 15 08 50  30  4.0  6.0   1.5    10   7.1 194 1022.3  19.5  20.4  17.6   MM -0.5    MM
2018 09 15 07 50  20  4.0  6.0   1.5    10   7.2 170 1022.4  19.4  20.4  17.7   MM -0.9    MM
2018 09 15 06 50  20  2.0  4.0   1.6    11   7.4 176 1022.5  19.5  20.4  17.4   MM -1.1    MM
2018 09 15 05 50  20  1.0  2.0   1.5    11   7.1 178 1022.8  19.4  20.5  17.4   MM -0.7    MM
2018 09 15 04 50  MM  0.0  1.0   1.5    11   7.0 193 1023.3  19.4  20.5  17.5   MM +0.0    MM
2018 09 15 03 50 100  1.0  2.0   1.5    11   6.7 216 1023.6  19.5  20.5  17.8   MM +0.0    MM
2018 09 15 02 50 110  1.0  2.0   1.6    10   6.9 182 1023.5  19.6  20.5  17.8   MM +0.4    MM
2018 09 15 01 50 100  2.0  3.0   1.6     8   6.8 187 1023.4  19.7  20.5  18.0   MM +0.3    MM
2018 09 15 00 50 110  1.0  2.0   1.9    11   7.5 202 1023.5  19.7  20.5  18.3   MM +0.4    MM
2018 09 14 23 50  90  3.0  4.0   2.0    12   7.3 190 1023.1  19.7  20.5  18.2   MM +0.0    MM
2018 09 14 22 50 100  2.0  3.0   1.9     9   7.2 184 1023.1  19.8  20.5  18.1   MM -0.0    MM
2018 09 14 21 50 100  3.0  4.0   2.1    11   7.4 207 1023.1  19.9  20.5  18.3   MM -0.7    MM
2018 09 14 20 50  70  4.0  5.0   2.1    10   7.3 186 1022.9  20.0  20.5  18.3   MM -1.2    MM
2018 09 14 19 50  70  4.0  5.0   1.9    10   6.9 203 1023.3  19.8  20.5  18.1   MM -1.4    MM
2018 09 14 18 50 100  4.0  5.0   2.1    11   7.0 203 1023.8  19.7  20.5  18.0   MM -0.9    MM
2018 09 14 17 50  80   MM   MM   2.3    12   7.4 196 1024.1  19.7  20.5  17.9   MM -0.7    MM
2018 09 14 16 50  MM   MM   MM   2.1    11   7.0 193 1024.7  19.8  20.5  18.0   MM +0.0    MM
2018 09 14 15 50  MM   MM   MM   2.3    11   7.0 187 1024.7  19.9  20.4  18.0   MM +0.0    MM
2018 09 14 14 50  MM   MM   MM   2.1    11   6.9 181 1024.8  20.0  20.4  17.6   MM +0.0    MM
2018 09 14 13 50  MM   MM   MM   2.3    11   7.1 199 1024.9  20.0  20.4  17.8   MM +0.8    MM
2018 09 14 12 50  MM   MM   MM   2.4    11   7.6 180 1024.6  20.1  20.4  18.3   MM +0.6    MM
2018 09 14 11 50  MM   MM   MM   2.6    12   7.9 184 1024.7  20.1  20.3  18.3   MM +0.9    MM
2018 09 14 10 50  MM   MM   MM   2.5    13   7.7 193 1024.1  19.9  20.3  18.4   MM +0.3    MM
2018 09 14 09 50  MM   MM   MM   2.6    12   8.0 195 1024.0  20.1  20.3  18.0   MM +0.0    MM
2018 09 14 08 50  MM   MM   MM   2.7    14   8.2 182 1023.8  20.1  20.3  17.8   MM -0.3    MM
2018 09 14 07 50  MM   MM   MM   2.7    13   8.4 197 1023.8  20.1  20.3  17.8   MM -0.3    MM
2018 09 14 06 50  MM   MM   MM   2.9    13   8.4 189 1023.8  20.1  20.3  17.7   MM -0.4    MM
2018 09 14 05 50  MM   MM   MM   3.1    13   8.5 189 1024.1  20.2  20.4  17.8   MM +0.3    MM
2018 09 14 04 50  MM   MM   MM   3.2    13   8.8 183 1024.1  20.2  20.4  17.7   MM -0.0    MM
2018 09 14 03 50  MM   MM   MM   2.7    12   7.8 200 1024.2  20.2  20.4  18.6   MM -0.0    MM
2018 09 14 02 50  MM   MM   MM   2.7    12   7.7 181 1023.8  20.5  20.5  18.8   MM -0.7    MM
2018 09 14 01 50  MM   MM   MM   2.8    13   7.9 194 1024.2  20.5  20.5  18.3   MM +0.0    MM
2018 09 14 00 50  MM   MM   MM   2.9    11   8.0 172 1024.4  20.2  20.6  18.6   MM +0.0    MM
2018 09 13 23 50  MM   MM   MM   2.9    14   8.0 170 1024.5  20.4  20.6  18.8   MM +0.4    MM
2018 09 13 22 50  MM   MM   MM   3.2    13   8.4 168 1024.4  20.3  20.6  19.0   MM +0.4    MM
2018 09 13 21 50  MM   MM   MM   2.8    11   7.8 166 1024.3  20.4  20.6  18.6   MM   MM    MM
2018 09 13 20 50  MM   MM   MM   3.1    14   8.7 167 1024.1  20.3  20.6  18.9   MM -0.3    MM
2018 09 13 19 50  MM   MM   MM   2.5    14   7.2 167 1024.0  20.3  20.7  18.9   MM -0.6    MM
2018 09 13 17 50  MM   MM   MM   2.8    14   8.5 165 1024.4  20.3  20.7  19.6   MM -0.6    MM
2018 09 13 16 50  MM   MM   MM   2.3    13   8.0 168 1024.6  20.4  20.7  19.8   MM -0.3    MM
2018 09 13 15 50  MM   MM   MM   2.5    15   8.6 179 1025.0  20.6  20.6  19.8   MM +0.3    MM
2018 09 13 14 50  MM   MM   MM   2.2    14   7.7 152 1025.0  20.6  20.6  19.7   MM +0.3    MM
2018 09 13 13 50  MM   MM   MM   2.2    14   7.7 168 1024.9  20.1  20.6  19.8   MM   MM    MM
2018 09 13 12 50  MM   MM   MM   2.0    14   7.2 143 1024.7  19.7  20.6  19.7   MM +0.7    MM
2018 09 13 11 50  MM   MM   MM   2.4    14   7.8 160 1024.7  19.7  20.6  19.7   MM   MM    MM
2018 09 13 09 50  MM   MM   MM   2.1    15   7.7 166 1024.0  19.9  20.8  19.9   MM +0.4    MM
2018 09 13 07 50  MM   MM   MM   1.9    11   7.4 143 1023.7  20.2  20.9  20.2   MM +0.0    MM
2018 09 13 06 50  MM   MM   MM   2.0    11   7.9 145 1023.6  20.2  20.9  20.2   MM -0.5    MM
2018 09 13 05 50  MM   MM   MM   1.9    13   7.3 140 1024.0  20.3  20.9  20.3   MM +0.0    MM
2018 09 13 04 50  MM   MM   MM   1.7    11   6.8 126 1023.9  20.4  21.0  20.4   MM -0.3    MM
2018 09 13 03 50  MM   MM   MM   1.8    10   6.5 121 1024.1  20.1  21.2  20.1   MM +0.0    MM
2018 09 13 02 50  MM   MM   MM   1.8    11   7.1 139 1024.2  20.3  21.5  20.3   MM +0.5    MM
2018 09 13 01 50  MM   MM   MM   1.6    12   7.4 149 1024.2  20.4  21.5  20.4   MM +0.5    MM
2018 09 13 00 50  MM   MM   MM   1.7    11   7.6 148 1024.2  20.8  21.5  20.8   MM +0.6    MM
2018 09 12 23 50  MM   MM   MM   1.3    13   6.3 185 1023.7  20.7  21.2  20.7   MM +0.0    MM
2018 09 12 22 50  MM   MM   MM   1.6    10   7.2 137 1023.7  20.9  21.4  20.9   MM +0.0    MM
2018 09 12 21 50  MM   MM   MM   1.4    11   7.6 130 1023.6  21.0  21.6  21.0   MM +0.0    MM
2018 09 12 20 50  MM   MM   MM   1.5    10   7.7 126 1023.8  21.4  21.7  21.4   MM -0.0    MM
2018 09 12 19 50  MM   MM   MM   1.4    11   7.7 148 1023.7  21.7  21.9  21.7   MM -0.4    MM
2018 09 12 18 50  MM   MM   MM   1.5    11   7.7 148 1023.6  21.7  22.0  21.7   MM -0.7    MM
2018 09 12 17 50  MM   MM   MM   1.5    11   7.7 151 1023.9  21.6  21.8  21.6   MM +0.0    MM
2018 09 12 16 50  MM   MM   MM   1.7    11   8.1 135 1024.1  21.5  21.7  21.5   MM +0.4    MM
2018 09 12 15 50  MM   MM   MM   1.7    10   7.9 122 1024.3  21.5  21.6  21.5   MM +0.8    MM
2018 09 12 14 50  MM   MM   MM   1.6    11   7.7 143 1024.1  21.3  21.5  21.3   MM +0.6    MM
2018 09 12 13 50  MM   MM   MM   1.5    10   7.3 131 1023.7  21.1  21.4  21.1   MM +0.7    MM
2018 09 12 12 50  MM   MM   MM   1.6    11   7.7 129 1023.5  21.1  21.4  21.1   MM +1.0    MM
2018 09 12 11 50  MM   MM   MM   1.5     9   7.2 131 1023.5  21.0  21.3  21.0   MM +1.3    MM
2018 09 12 10 50  MM   MM   MM   1.6    10   7.3 139 1023.0  21.1  21.4  21.1   MM +0.9    MM
2018 09 12 09 50  MM   MM   MM   1.6    10   7.3 137 1022.5  21.2  21.4  21.2   MM +0.5    MM
2018 09 12 08 50  MM   MM   MM   1.5    10   7.2 132 1022.2  21.4  21.4  21.4   MM +0.0    MM
2018 09 12 07 50  MM   MM   MM   1.7    11   7.7 132 1022.1  21.3  21.5  21.3   MM +0.0    MM
2018 09 12 06 50  MM   MM   MM   1.7    10   7.3 127 1022.0  21.4  21.4  21.4   MM +0.0    MM
2018 09 12 05 50  MM   MM   MM   1.6    10   7.3 128 1022.0  21.4  21.4  21.4   MM +0.3    MM
2018 09 12 04 50  MM   MM   MM   1.5     9   7.1 120 1022.0  21.6  21.5  21.6   MM +0.3    MM
2018 09 12 03 50  MM   MM   MM   1.7    10   7.4 111 1021.8  21.6  21.6  21.6   MM +0.0    MM
2018 09 12 02 50  MM   MM   MM   1.4    11   6.9 135 1021.7  21.8  21.7  21.8   MM +0.5    MM
2018 09 12 01 50  MM   MM   MM   1.5    10   7.0 128 1021.7  21.8  21.8  21.8   MM +0.6    MM
2018 09 12 00 50  MM   MM   MM   1.6    10   7.0 123 1021.6  21.8  21.8  21.8   MM +0.7    MM
2018 09 11 23 50  MM   MM   MM   1.6    10   7.1 131 1021.2  21.9  22.0  21.9   MM +0.6    MM
2018 09 11 22 50  MM   MM   MM   1.6     9   6.9 117 1021.1  21.9  22.2  21.9   MM +0.6    MM
2018 09 11 21 50  MM   MM   MM   1.7     9   6.9 124 1020.9  21.9  22.3  21.9   MM -0.0    MM
2018 09 11 20 50  MM   MM   MM   1.7    10   7.0  99 1020.6  22.0  22.1  22.0   MM -0.4    MM
2018 09 11 19 50  MM   MM   MM   1.9     9   7.1 104 1020.5  22.1  22.2  22.1   MM -0.5    MM
2018 09 11 18 50  MM   MM   MM   1.8    10   7.0  98 1020.7  22.5  21.7  22.5   MM +0.0    MM
2018 09 11 17 50  MM   MM   MM   2.0    10   7.1 116 1021.0  22.1  21.4  22.1   MM +0.0    MM
2018 09 11 16 50  MM   MM   MM   2.0    10   6.8 117 1021.0  21.8  21.1  21.8   MM +0.4    MM
2018 09 11 15 50  MM   MM   MM   2.1     8   6.9 102 1020.9  21.7  20.7  21.7   MM +0.5    MM
2018 09 11 14 50  MM   MM   MM   1.9     9   6.7 116 1020.8  21.3  20.5  21.3   MM +1.0    MM
2018 09 11 13 50  MM   MM   MM   1.9    10   6.6 123 1020.6  21.2  20.4  21.2   MM +1.1    MM
2018 09 11 12 50  MM   MM   MM   2.0     8   6.5 112 1020.4  21.3  20.3  21.3   MM +1.4    MM
2018 09 11 11 50 170  2.0  3.0   2.1    10   6.4 137 1019.8  21.5  20.3  21.5   MM +1.0    MM
2018 09 11 10 50 170  3.0  4.0   1.9     8   6.1 114 1019.5  21.6  20.4  21.6   MM +0.9    MM
2018 09 11 09 50 170  3.0  4.0   1.8     8   6.0 123 1019.0  21.6  20.5  21.5   MM +0.4    MM
2018 09 11 08 50 170  3.0  5.0   1.9     7   5.9 130 1018.8  21.9  20.8  21.6   MM +0.0    MM
2018 09 11 07 50 170  6.0  7.0   2.1    10   6.0 130 1018.6  22.3  21.0  21.8   MM -0.3    MM
2018 09 11 06 50 160  6.0  8.0   2.3     8   6.1 105 1018.6  22.0  21.1  21.5   MM +0.0    MM
2018 09 11 05 50 160  7.0 10.0   2.5     8   6.3 126 1018.6  22.0  21.2  21.4   MM -0.4    MM
2018 09 11 04 50 150  7.0  9.0   2.4     8   6.1 110 1018.9  21.7  21.2  21.1   MM -0.5    MM
2018 09 11 03 50 140 10.0 12.0   2.9     8   6.3 101 1018.6  21.6  21.2  20.8   MM -0.7    MM
2018 09 11 02 50 130  9.0 12.0   3.2     8   6.4 114 1019.0  20.7  21.2  19.9   MM +0.0    MM
2018 09 11 01 50 110 11.0 13.0   3.1     8   6.3 111 1019.4  19.8  21.2  18.3   MM +0.0    MM
2018 09 11 00 50 110 13.0 16.0   3.2     8   6.1 122 1019.3  19.8  21.2  17.7   MM +0.0    MM
2018 09 10 23 50  MM   MM   MM   3.5     8   6.5 117 1019.2  19.6  21.3  17.7   MM -0.7    MM
2018 09 10 22 50  MM   MM   MM   3.5     8   6.3 100 1019.4  19.4  21.3  17.3   MM -1.6    MM
2018 09 10 21 50  MM   MM   MM   3.1     8   5.9 117 1019.3  19.2  21.4  17.8   MM -2.5    MM
2018 09 10 20 50  MM   MM   MM   2.9     7   5.8 102 1019.9  19.0  21.4  17.5   MM -3.3    MM
2018 09 10 19 50  MM   MM   MM   2.7     8   5.9 104 1021.0  18.2  21.4  16.7   MM -2.5    MM
2018 09 10 18 50  MM   MM   MM   2.7     7   5.7 106 1021.8  17.4  21.5  16.1   MM -1.7    MM
2018 09 10 17 50  MM   MM   MM   3.2     8   6.2 118 1023.2  17.1  21.7  15.8   MM -0.5    MM
2018 09 10 16 50  MM   MM   MM   3.1     8   6.2 119 1023.5  17.4  21.8  14.9   MM -0.4    MM
2018 09 10 15 50  MM   MM   MM   3.1     8   6.1 112 1023.5  17.5  21.9  14.3   MM +0.8    MM
2018 09 10 14 50  MM   MM   MM   3.2     8   6.3 106 1023.7  17.9  22.0  15.0   MM +1.0    MM
2018 09 10 13 50  MM   MM   MM   3.0     8   6.1 107 1023.9  18.1  22.0  15.3   MM +0.5    MM
2018 09 10 12 50  MM   MM   MM   3.0     8   6.0 106 1022.7  18.0  22.1  15.6   MM +0.3    MM
2018 09 10 11 50  MM   MM   MM   2.8     7   5.8  97 1022.7  17.7  22.1  15.4   MM +0.0    MM
2018 09 10 10 50  MM   MM   MM   2.5     6   5.6 107 1023.4  17.3  22.2  15.2   MM +0.5    MM
2018 09 10 09 50  MM   MM   MM   2.5     6   5.4  97 1022.4  18.0  22.3  16.2   MM -0.9    MM
2018 09 10 08 50  MM   MM   MM   2.2     7   5.4 104 1022.6  18.5  22.4  15.5   MM -1.9    MM
2018 09 10 07 50  MM   MM   MM   2.2     7   5.3 100 1022.9  18.2  22.5  14.9   MM -1.3    MM
2018 09 10 06 50  MM   MM   MM   2.1     7   5.2  96 1023.3  17.6  22.5  14.8   MM -1.3    MM
2018 09 10 05 50  MM   MM   MM   2.3     7   5.7 112 1024.5  17.6  22.6  12.8   MM +0.0    MM
2018 09 10 04 50  MM   MM   MM   2.3     7   5.6  99 1024.2  17.5  22.6  12.5   MM +0.6    MM
2018 09 10 03 50  MM   MM   MM   2.4     7   5.7 110 1024.6  17.5  22.7  12.8   MM +1.0    MM
2018 09 10 02 50  MM   MM   MM   2.4     7   5.8  96 1024.3  17.8  22.7  12.4   MM +1.2    MM
2018 09 10 01 50  MM   MM   MM   2.5     7   5.9 101 1023.6  17.4  22.8  12.4   MM +1.0    MM
2018 09 10 00 50  MM   MM   MM   2.6     6   5.7  85 1023.6  17.6  22.9  11.6   MM +1.4    MM
2018 09 09 23 50  MM   MM   MM   2.4     7   5.5  97 1023.1  17.7  22.9  12.2   MM +0.9    MM
2018 09 09 22 50  MM   MM   MM   2.1     7   5.3 111 1022.6  18.1  23.0  12.1   MM +0.3    MM
2018 09 09 21 50  MM   MM   MM   2.0     6   5.1  97 1022.2  18.4  23.1  12.6   MM -1.0    MM
2018 09 09 20 50  MM   MM   MM   1.9     6   5.2 112 1022.2  18.7  23.2  13.2   MM -0.9    MM
2018 09 09 19 50  MM   MM   MM   1.9     6   5.1 113 1022.3  18.9  23.2  13.6   MM -1.2    MM
2018 09 09 18 50  MM   MM   MM   1.8    13   5.1 131 1023.2  18.8  23.3  13.6   MM +0.0    MM
2018 09 09 17 50  MM   MM   MM   1.6     5   4.8  78 1023.1  19.1  23.3  13.8   MM +0.0    MM
2018 09 09 16 50  MM   MM   MM   1.7    13   5.1 134 1023.5  19.0  23.3  13.2   MM +0.7    MM
2018 09 09 15 50  MM   MM   MM   1.7    13   5.2 142 1023.3  19.1  23.4  12.9   MM +1.0    MM
2018 09 09 14 50  MM   MM   MM   1.7    12   5.0 142 1023.2  19.2  23.4  13.0   MM +1.5    MM
2018 09 09 13 50  MM   MM   MM   1.8     5   5.1  80 1022.8  18.6  23.4  14.9   MM +1.1    MM
2018 09 09 12 50  MM   MM   MM   1.8    12   5.3 127 1022.3  18.5  23.4  14.6   MM +0.9    MM
2018 09 09 11 50  MM   MM   MM   1.8    13   5.2 123 1021.7  18.5  23.5  14.6   MM +0.6    MM
2018 09 09 10 50  MM   MM   MM   1.7     5   5.1  71 1021.7  18.4  23.5  14.8   MM +0.7    MM
2018 09 09 09 50  MM   MM   MM   1.6     5   5.0  70 1021.4  18.7  23.5  14.4   MM +0.6    MM
2018 09 09 08 50  MM   MM   MM   1.6     6   5.0  81 1021.1  19.3  23.6  13.4   MM +0.3    MM
2018 09 09 07 50  MM   MM   MM   1.7     6   5.1  86 1021.0  19.4  23.6  12.9   MM -0.0    MM
2018 09 09 06 50  MM   MM   MM   1.6     5   4.8  78 1020.8  19.6  23.6  11.5   MM +0.0    MM
2018 09 09 05 50  MM   MM   MM   1.6    12   4.9 130 1020.8  19.6  23.7  12.8   MM +0.0    MM
2018 09 09 04 50  MM   MM   MM   1.5    13   5.0 151 1021.1  20.0  23.7  13.8   MM -0.0    MM
2018 09 09 03 50  MM   MM   MM   1.5    13   5.0 167 1020.8  19.8  23.8  14.8   MM -0.4    MM
2018 09 09 02 50  MM   MM   MM   1.4     5   5.0  74 1020.9  19.5  23.8  14.1   MM +0.0    MM
2018 09 09 01 50  MM   MM   MM   1.4    14   5.1 109 1021.2  19.3  23.8  13.0   MM +1.2    MM
2018 09 09 00 50  MM   MM   MM   1.5     5   5.0  65 1021.2  19.2  23.9  14.3   MM +1.9    MM
2018 09 08 23 50  MM   MM   MM   1.3     4   4.7  57 1020.7  19.5  23.9  15.7   MM +1.8    MM
2018 09 08 22 50  MM   MM   MM   1.2     5   4.5  50 1020.0  19.9  24.0  14.9   MM +0.8    MM
2018 09 08 21 50  MM   MM   MM   1.3    13   4.8 142 1019.3  20.3  24.0  15.9   MM -0.0    MM
2018 09 08 20 50  MM   MM   MM   1.2     4   4.5  50 1018.9  20.6  24.0  16.3   MM   MM    MM
2018 09 08 19 50  MM   MM   MM   1.2    12   4.4 135 1019.2  20.6  24.0  16.8   MM   MM    MM
2018 09 08 18 50  MM   MM   MM   1.2    11   4.5 131 1019.1  20.8  24.0  17.2   MM -0.3    MM
2018 09 08 17 50  MM   MM   MM   1.1    11   4.4 140 1019.1  21.0  24.0  17.3   MM +0.0    MM
2018 09 08 16 50  MM   MM   MM   1.1    12   4.4 122 1019.0  21.0  24.1  18.5   MM +0.0    MM
2018 09 08 15 50  MM   MM   MM   1.0    12   4.4 137 1019.4  21.4  24.1  17.4   MM +0.7    MM
2018 09 08 14 50  MM   MM   MM   0.9    11   4.6 120 1019.2  21.5  24.1  18.0   MM +0.6    MM
2018 09 08 13 50  MM   MM   MM   1.0    12   5.2 120 1018.8  21.0  24.1  18.1   MM +0.5    MM
2018 09 08 12 50  MM   MM   MM   0.8    12   5.4 156 1018.7  21.2  24.1  18.3   MM +0.7    MM
2018 09 08 11 50  MM   MM   MM   0.8    11   5.4 118 1018.6  21.2  24.1  18.1   MM +0.7    MM
2018 09 08 10 50  MM   MM   MM   0.8    13   5.7 132 1018.3  21.0  24.1  17.7   MM -0.0    MM
2018 09 08 09 50  MM   MM   MM   0.8    11   5.3 128 1018.0  20.6  24.1  17.3   MM -0.6    MM
2018 09 08 08 50  MM   MM   MM   0.8    12   5.0 124 1017.9  19.9  24.1  17.8   MM -1.2    MM
2018 09 08 07 50  MM   MM   MM   0.9    10   4.5 142 1018.4  19.6  24.1  17.2   MM -1.0    MM
2018 09 08 06 50  MM   MM   MM   0.9    12   4.5 146 1018.6  21.1  24.1  17.9   MM -0.7    MM
2018 09 08 05 50  MM   MM   MM   0.9    12   4.7 114 1019.1  21.5  24.2  18.2   MM -0.8    MM
2018 09 08 04 50  MM   MM   MM   0.9     4   4.4  86 1019.4  21.6  24.2  17.5   MM -0.5    MM
2018 09 08 03 50  MM   MM   MM   1.0    13   4.6 126 1019.3  21.8  24.2  17.1   MM -0.7    MM
2018 09 08 02 50  MM   MM   MM   0.9     5   4.5  85 1019.9  21.9  24.2  17.1   MM +0.5    MM
2018 09 08 01 50  MM   MM   MM   1.0     5   4.6  83 1019.9  22.0  24.2  16.8   MM +0.9    MM
2018 09 08 00 50  60  6.0  7.0   1.0     5   4.6  86 1020.0  22.2  24.3  15.5   MM +0.8    MM
2018 09 07 23 50  70  6.0  7.0   1.0     5   4.6  89 1019.4  22.2  24.3  16.5   MM -0.4    MM
2018 09 07 22 50  90  6.0  7.0   1.0     5   4.5  83 1019.0  22.3  24.3  16.9   MM -0.9    MM
2018 09 07 21 50  70  7.0  8.0   1.0     5   4.4  77 1019.2  22.2  24.3  16.9   MM -1.0    MM
2018 09 07 20 50  60  7.0  8.0   1.0     5   4.4  67 1019.8  22.1  24.4  17.9   MM -0.9    MM
2018 09 07 19 50  80  8.0  9.0   1.0     5   4.3  67 1019.9  22.1  24.4  18.5   MM -1.1    MM
2018 09 07 18 50  60  8.0  9.0   1.1     5   4.3  65 1020.2  22.3  24.4  19.0   MM -1.1    MM
2018 09 07 17 50  80  7.0  8.0   1.1     5   4.4  69 1020.7  22.7  24.4  19.3   MM -0.7    MM
2018 09 07 16 50  80  7.0  9.0   1.1     5   4.4  69 1021.0  22.7  24.4  19.3   MM +0.0    MM
2018 09 07 15 50  70  8.0  9.0   1.3     5   4.4  61 1021.3  22.6  24.4  19.3   MM +0.4    MM
2018 09 07 14 50  70  9.0 10.0   1.1     5   4.2  64 1021.4  22.7  24.4  19.4   MM +0.5    MM
2018 09 07 13 50  80  9.0 11.0   1.0     4   4.2  73 1021.1  22.7  24.4  19.5   MM +0.7    MM
2018 09 07 12 50  60  9.0 10.0   0.9     4   4.2  73 1020.9  23.0  24.4  21.3   MM +0.4    MM
2018 09 07 11 50  50  8.0  9.0   0.8    10   4.4 187 1020.9  23.5  24.3  21.8   MM +0.5    MM
2018 09 07 10 50  70  8.0  9.0   0.7     9   4.6  86 1020.4  23.6  24.2  21.1   MM +0.0    MM
2018 09 07 09 50  60  6.0  7.0   0.7     8   4.7 126 1020.5  23.3  24.1  21.7   MM +0.0    MM
2018 09 07 08 50  40  6.0  7.0   0.7    10   5.0 165 1020.4  23.0  23.9  22.1   MM +0.0    MM
2018 09 07 07 50  30  5.0  6.0   0.7     8   5.3 153 1020.3  22.7  23.8  22.2   MM -0.3    MM
2018 09 07 06 50  10  4.0  5.0   0.7    10   5.6 122 1020.5  22.9  23.9  22.3   MM +0.0    MM
2018 09 07 05 50  10  4.0  5.0   0.7    10   5.5 118 1020.5  22.9  23.9  22.1   MM +0.0    MM
2018 09 07 04 50 330  4.0  4.0   0.7     8   5.3 122 1020.6  23.0  23.9  22.0   MM -0.3    MM
2018 09 07 03 50 310  2.0  2.0   0.6     9   4.8 118 1020.6  23.4  23.9  21.9   MM -0.4    MM
2018 09 07 02 50 320  2.0  2.0   0.7    10   4.7 140 1020.4  23.6  23.9  22.0   MM +0.0    MM
2018 09 07 01 50 260  2.0  2.0   0.7     4   4.3 212 1020.9  23.6  23.9  22.0   MM +1.8    MM
2018 09 07 00 50 350  4.0  5.0   0.8     9   4.2 127 1021.0  23.5  24.0  21.8   MM +2.7    MM
2018 09 06 23 50 330  6.0  7.0   0.8    10   4.0 118 1020.3  23.4  24.2  21.6   MM +2.2    MM
2018 09 06 22 50 230  6.0  7.0   0.8    10   4.1 150 1019.1  25.0  24.3  24.6   MM +1.3    MM
2018 09 06 21 50 220  7.0  8.0   0.8     4   3.9 216 1018.3  25.2  24.4  24.6   MM -0.0    MM
2018 09 06 20 50 220  7.0  8.0   0.8     3   4.0 216 1018.1  25.1  24.4  24.5   MM -1.3    MM
2018 09 06 19 50 220  7.0  9.0   0.8     3   3.9 206 1017.8  25.1  24.4  24.5   MM -2.5    MM
2018 09 06 18 50 220  7.0  8.0   0.7    14   4.0 203 1018.5  25.0  24.3  24.3   MM -2.3    MM
2018 09 06 17 50 220  7.0  8.0   0.7     9   4.0 145 1019.4  24.9  24.3  24.2   MM -1.8    MM
2018 09 06 16 50 220  6.0  7.0   0.7     8   4.0 152 1020.3  24.8  24.2  24.1   MM -0.9    MM
2018 09 06 15 50 220  7.0  9.0   0.7     9   3.9 178 1020.8  24.7  24.1  24.2   MM -0.6    MM
2018 09 06 14 50 220  7.0  8.0   0.7    14   4.1  86 1021.2  24.6  24.0  23.9   MM -0.4    MM
2018 09 06 13 50 230  7.0  8.0   0.7     8   4.1 150 1021.2  24.5  23.9  23.8   MM -0.4    MM
2018 09 06 12 50 230  6.0  7.0   0.7     9   4.2  93 1021.4  24.4  23.8  23.9   MM +0.0    MM
2018 09 06 11 50 230  6.0  7.0   0.6     9   4.2 116 1021.6  24.4  23.8  23.8   MM +0.0    MM
2018 09 06 10 50 220  5.0  7.0   0.6    10   4.4  77 1021.6  24.3  23.9  23.8   MM -0.0    MM
2018 09 06 09 50 220  6.0  7.0   0.6    10   4.2 116 1021.5  24.2  23.9  23.7   MM -0.5    MM
2018 09 06 08 50 220  6.0  7.0   0.7    10   4.1  87 1021.4  24.3  23.9  23.7   MM -1.0    MM
2018 09 06 07 50 220  6.0  7.0   0.7     9   4.1 160 1021.8  24.2  23.9  23.6   MM -0.8    MM
2018 09 06 06 50 220  6.0  7.0   0.7     4   4.0 176 1022.0  24.2  23.9  23.5   MM -1.0    MM
2018 09 06 05 50 210  7.0  8.0   0.7     3   4.1 174 1022.4  24.2  23.9  23.4   MM -0.9    MM
2018 09 06 04 50 210  7.0  8.0   0.7     3   4.1 167 1022.6  24.2  24.0  23.3   MM -0.5    MM
2018 09 06 03 50 200  7.0  8.0   0.6     3   4.0 168 1023.0  24.3  24.1  23.0   MM +0.0    MM
2018 09 06 02 50 200  6.0  7.0   0.7     3   3.8 172 1023.3  24.4  24.4  22.6   MM +0.7    MM
2018 09 06 01 50 200  6.0  7.0   0.6     3   3.7 160 1023.1  24.5  24.5  22.6   MM +0.4    MM
2018 09 06 00 50 200  6.0  7.0   0.6    10   3.7 122 1023.0  24.5  24.5  22.6   MM -0.0    MM
2018 09 05 23 50 190  6.0  8.0   0.6    10   4.0 123 1022.6  24.4  24.6  22.7   MM -0.6    MM
2018 09 05 22 50 190  6.0  7.0   0.5    14   4.4  96 1022.7  24.3  24.7  22.8   MM -0.8    MM
2018 09 05 21 50 190  5.0  6.0   0.5     9   4.7 100 1022.8  24.3  24.8  22.8   MM -1.0    MM
2018 09 05 20 50 200  5.0  6.0   0.5    10   5.3  80 1023.2  24.0  24.7  22.4   MM -1.3    MM
2018 09 05 19 50 200  5.0  6.0   0.5     9   5.8 116 1023.5  24.1  24.6  22.1   MM -1.2    MM
